rental_id,customer_id,movie_id,date_rented,date_watched,date_expires,rental_amount,credit_card_number,credit_card_type,customer_rating
2492,832,124,2024-10-21,2024-10-23,2024-10-24,6.99,4683298962644407,VS,4
2493,604,546,2024-04-20,2024-04-22,2024-04-23,4.48,5405479588743457,MC,5
2494,473,278,2024-01-03,2024-01-07,2024-01-08,6.54,373004161029249,AX,4
2495,66,968,2024-08-19,2024-08-20,2024-08-21,4.93,343090238422336,AX,4
2496,1187,338,2025-03-25,2025-03-27,2025-03-28,6.15,374776514624194,AX,5
2497,1079,855,2024-08-13,2024-08-18,2024-08-19,8.34,4001466056117180,VS,4
2498,789,993,2024-10-18,2024-10-19,2024-10-20,10.21,378436095601048,AX,1
2499,507,577,2024-03-15,2024-03-18,2024-03-19,9.48,4182848452392776,VS,5
2500,1051,836,2024-09-21,2024-09-24,2024-09-25,5.25,5238580341537110,MC,4
2501,165,428,2024-12-25,2024-12-29,2024-12-30,7.99,4458410779908915,VS,2
2502,888,742,2024-07-31,2024-08-01,2024-08-02,8.17,5133268450747230,MC,1
2503,1154,1104,2024-04-06,2024-04-11,2024-04-12,4.53,5466712317814027,MC,5
2504,381,848,2024-07-15,2024-07-19,2024-07-20,3.87,4194491181119356,VS,1
2505,426,898,2024-02-01,2024-02-04,2024-02-05,7.57,5344749547430959,MC,2
2506,866,614,2024-06-28,2024-06-30,2024-07-01,7.94,5132699770244210,MC,1
2507,262,207,2024-04-10,2024-04-12,2024-04-13,6.66,4175440522544116,VS,3
2508,457,681,2024-07-09,2024-07-15,2024-07-16,4.83,5235845488503901,MC,2
2509,276,88,2025-03-05,2025-03-08,2025-03-09,8.84,5167907865163832,MC,5
2510,673,513,2024-01-01,2024-01-02,2024-01-03,7.00,372970121069729,AX,4
2511,970,546,2024-10-03,2024-10-09,2024-10-10,8.50,4243773786625787,VS,4
2512,954,712,2025-01-19,2025-01-22,2025-01-23,8.53,4100148217748845,VS,5
2513,577,282,2024-10-01,2024-10-03,2024-10-04,6.08,4543219876990904,VS,4
2514,481,863,2024-12-04,2024-12-05,2024-12-06,7.93,4474285349025504,VS,5
2515,96,545,2024-02-15,2024-02-20,2024-02-21,5.59,340614507390719,AX,1
2516,379,580,2024-09-09,2024-09-10,2024-09-11,8.18,371202834173397,AX,2
2517,218,169,2024-12-05,2024-12-06,2024-12-07,10.12,5426603113887237,MC,5
2518,880,357,2024-02-15,2024-02-17,2024-02-18,6.83,4820648544418554,VS,4
2519,936,116,2024-03-09,2024-03-10,2024-03-11,6.83,375720942254457,AX,1
2520,540,1077,2025-02-15,2025-02-19,2025-02-20,7.91,4347003080432223,VS,4
2521,478,224,2024-04-12,2024-04-14,2024-04-15,9.74,5403621374932426,MC,5
2522,1012,649,2025-03-22,2025-03-27,2025-03-28,6.95,5592229884253417,MC,4
2523,604,53,2024-06-09,2024-06-12,2024-06-13,7.21,5285926244233170,MC,4
2524,1016,693,2024-12-12,2024-12-14,2024-12-15,6.17,5232982047181687,MC,3
2525,483,900,2024-09-27,2024-10-03,2024-10-04,3.75,5432108386155981,MC,2
2526,232,595,2024-01-17,2024-01-21,2024-01-22,4.59,4201616025963190,VS,5
2527,481,190,2025-05-30,2025-06-05,2025-06-06,6.76,4580107716488420,VS,3
2528,834,284,2024-01-05,2024-01-08,2024-01-09,7.11,348980975459333,AX,2
2529,1189,330,2024-11-10,2024-11-15,2024-11-16,4.32,379507148856094,AX,4
2530,801,842,2025-02-15,2025-02-20,2025-02-21,5.36,4704070803891839,VS,4
2531,890,146,2024-01-01,2024-01-06,2024-01-07,3.74,379504967498499,AX,5
2532,482,326,2025-03-31,2025-04-01,2025-04-02,9.47,5217291910091736,MC,5
2533,192,1186,2024-05-27,2024-06-02,2024-06-03,8.79,378137819148528,AX,2
2534,468,655,2024-01-11,2024-01-15,2024-01-16,5.82,5566822145260704,MC,3
2535,1125,647,2024-08-26,2024-09-01,2024-09-02,8.76,4908571821169630,VS,5
2536,377,1136,2024-08-07,2024-08-11,2024-08-12,4.84,5459982856758462,MC,1
2537,787,33,2024-06-12,2024-06-18,2024-06-19,8.11,5599972994752253,MC,4
2538,853,479,2024-02-07,2024-02-10,2024-02-11,10.84,4328997420726035,VS,2
2539,813,1069,2025-04-28,2025-05-04,2025-05-05,7.55,343678389995274,AX,2
2540,872,882,2024-08-11,2024-08-16,2024-08-17,7.04,5177232536349743,MC,1
2541,490,1093,2024-07-13,2024-07-16,2024-07-17,6.19,349970405165648,AX,1
2542,635,661,2024-09-09,2024-09-13,2024-09-14,7.09,377459440093493,AX,3
2543,214,327,2024-06-17,2024-06-23,2024-06-24,4.60,5271187448652483,MC,2
2544,193,388,2025-01-15,2025-01-18,2025-01-19,6.28,4612175046655794,VS,4
2545,6,1122,2025-05-23,2025-05-29,2025-05-30,7.18,4415348389914070,VS,3
2546,1178,457,2024-03-07,2024-03-12,2024-03-13,4.37,4655905107667147,VS,3
2547,763,1136,2024-05-20,2024-05-22,2024-05-23,4.75,4480400587878151,VS,1
2548,747,812,2024-06-06,2024-06-10,2024-06-11,4.45,5374082602623293,MC,4
2549,981,321,2024-06-09,2024-06-13,2024-06-14,7.57,4498621089759446,VS,4
2550,406,775,2025-04-14,2025-04-16,2025-04-17,5.11,5207440021334440,MC,5
2551,426,852,2024-06-06,2024-06-12,2024-06-13,5.92,347237591585629,AX,4
2552,730,296,2024-03-15,2024-03-18,2024-03-19,3.10,4550658624044156,VS,3
2553,916,918,2024-04-19,2024-04-25,2024-04-26,5.69,348782855923275,AX,1
2554,851,643,2024-10-27,2024-10-29,2024-10-30,3.87,4685297685253894,VS,2
2555,801,452,2025-03-17,2025-03-20,2025-03-21,4.39,4177080379566480,VS,5
2556,964,584,2024-07-14,2024-07-16,2024-07-17,7.15,5406488015137042,MC,2
2557,282,696,2024-04-13,2024-04-17,2024-04-18,5.45,4047236321877845,VS,3
2558,174,401,2025-06-09,2025-06-13,2025-06-14,7.44,372853477919587,AX,3
2559,666,1118,2024-03-28,2024-03-29,2024-03-30,11.08,4233269411475077,VS,3
2560,166,154,2025-05-30,2025-06-02,2025-06-03,3.57,377018698594053,AX,3
2561,29,693,2024-09-12,2024-09-14,2024-09-15,10.05,4344515235472034,VS,4
2562,1079,228,2025-01-25,2025-01-29,2025-01-30,6.85,373472367626215,AX,3
2563,623,526,2024-10-02,2024-10-04,2024-10-05,6.72,5346072849972416,MC,4
2564,654,784,2024-05-11,2024-05-13,2024-05-14,6.43,5144540253553853,MC,1
2565,200,102,2024-10-08,2024-10-11,2024-10-12,10.37,348606333928418,AX,5
2566,352,693,2025-03-28,2025-03-30,2025-03-31,10.38,5250654702217998,MC,2
2567,10,521,2024-10-22,2024-10-27,2024-10-28,3.27,4354966665783213,VS,1
2568,634,1176,2025-03-20,2025-03-26,2025-03-27,11.55,4794359574152110,VS,2
2569,383,1015,2024-08-06,2024-08-08,2024-08-09,5.12,5467820226804924,MC,4
2570,580,464,2024-07-24,2024-07-27,2024-07-28,7.27,376706145538254,AX,4
2571,11,947,2025-03-31,2025-04-05,2025-04-06,5.56,4801753636082893,VS,5
2572,195,1055,2024-06-05,2024-06-11,2024-06-12,7.89,4087483828911639,VS,2
2573,1060,952,2025-02-16,2025-02-20,2025-02-21,9.60,373860336822543,AX,2
2574,357,1081,2024-05-27,2024-05-28,2024-05-29,6.95,4678577623346992,VS,2
2575,349,682,2025-05-12,2025-05-17,2025-05-18,10.36,378532069888728,AX,2
2576,865,23,2024-08-22,2024-08-26,2024-08-27,3.37,370040730752362,AX,3
2577,629,774,2024-10-23,2024-10-27,2024-10-28,8.22,378811956099800,AX,3
2578,1163,1031,2024-08-22,2024-08-24,2024-08-25,6.51,5349998881382828,MC,1
2579,79,595,2024-11-27,2024-11-30,2024-12-01,4.42,5439876162744564,MC,4
2580,1058,891,2024-01-20,2024-01-25,2024-01-26,7.21,4767679212743675,VS,4
2581,910,1088,2024-09-07,2024-09-12,2024-09-13,3.84,4783043893932213,VS,3
2582,383,1172,2024-01-23,2024-01-28,2024-01-29,4.39,5389830911934796,MC,3
2583,581,1147,2024-09-14,2024-09-19,2024-09-20,3.58,375714248866868,AX,2
2584,855,1129,2024-05-19,2024-05-25,2024-05-26,4.82,5405813026996310,MC,2
2585,942,621,2024-08-16,2024-08-22,2024-08-23,8.69,4247169441194356,VS,5
2586,1031,361,2024-09-30,2024-10-03,2024-10-04,8.82,4654428521527772,VS,5
2587,438,333,2024-11-11,2024-11-15,2024-11-16,10.06,5455032434331334,MC,4
2588,832,451,2025-05-23,2025-05-27,2025-05-28,5.05,5446148008311101,MC,3
2589,447,965,2024-12-05,2024-12-10,2024-12-11,8.05,5424122786147365,MC,4
2590,975,62,2024-10-20,2024-10-26,2024-10-27,6.57,4484424537113142,VS,1
2591,767,960,2025-06-19,2025-06-24,2025-06-25,7.82,344217206323028,AX,5
2592,303,618,2024-04-02,2024-04-03,2024-04-04,7.05,342698509034487,AX,2
2593,1084,471,2024-12-28,2025-01-02,2025-01-03,3.86,4880830656612655,VS,2
2594,257,374,2024-02-16,2024-02-21,2024-02-22,8.98,4142770990252814,VS,3
2595,581,659,2024-09-16,2024-09-22,2024-09-23,5.35,4151460244253750,VS,2
2596,1182,608,2024-08-04,2024-08-10,2024-08-11,8.28,5193148013100693,MC,2
2597,784,879,2024-11-22,2024-11-25,2024-11-26,4.11,4849101738902885,VS,5
2598,282,221,2024-10-12,2024-10-13,2024-10-14,5.47,343429443502917,AX,2
2599,461,771,2024-12-26,2024-12-27,2024-12-28,7.49,348382985655501,AX,3
2600,276,886,2024-01-26,2024-02-01,2024-02-02,5.77,377846308641628,AX,3
2601,1094,683,2025-06-11,2025-06-15,2025-06-16,9.74,348308816342078,AX,3
2602,976,1091,2024-06-07,2024-06-12,2024-06-13,6.11,5492902780842621,MC,1
2603,320,953,2024-12-10,2024-12-15,2024-12-16,9.69,5576045492410231,MC,4
2604,463,132,2024-08-28,2024-09-02,2024-09-03,5.71,343735808036725,AX,4
2605,261,244,2024-05-16,2024-05-21,2024-05-22,5.70,4707633868300617,VS,5
2606,524,593,2025-02-02,2025-02-08,2025-02-09,4.06,5553834918056921,MC,3
2607,417,429,2024-06-29,2024-07-02,2024-07-03,6.52,4360639783652832,VS,3
2608,750,259,2024-11-10,2024-11-16,2024-11-17,4.85,370943864371421,AX,1
2609,693,136,2024-04-24,2024-04-26,2024-04-27,8.89,4500253420075895,VS,3
2610,1186,13,2024-02-03,2024-02-04,2024-02-05,6.87,377829109718011,AX,2
2611,301,207,2025-02-01,2025-02-04,2025-02-05,10.52,342202580553970,AX,3
2612,667,1132,2024-04-16,2024-04-21,2024-04-22,6.78,340762091257314,AX,4
2613,264,1135,2024-10-19,2024-10-20,2024-10-21,6.97,5197018904480005,MC,5
2614,1081,1192,2024-11-27,2024-11-28,2024-11-29,5.26,5480768610357026,MC,4
2615,1183,673,2024-10-20,2024-10-25,2024-10-26,6.22,5341136805450907,MC,2
2616,102,1042,2024-05-07,2024-05-10,2024-05-11,4.01,4766270067580423,VS,5
2617,12,913,2025-04-15,2025-04-17,2025-04-18,7.63,341840421213149,AX,5
2618,1105,858,2024-06-23,2024-06-28,2024-06-29,4.03,4830264292074611,VS,5
2619,875,463,2025-06-13,2025-06-19,2025-06-20,10.24,5240383911785582,MC,4
2620,565,1123,2025-02-05,2025-02-09,2025-02-10,5.61,370367152902926,AX,2
2621,1015,557,2025-03-02,2025-03-05,2025-03-06,6.09,4113907262377217,VS,1
2622,600,259,2024-11-05,2024-11-07,2024-11-08,7.60,5372242040144475,MC,2
2623,1025,94,2024-09-22,2024-09-27,2024-09-28,6.61,377046570900912,AX,3
2624,408,901,2024-10-18,2024-10-23,2024-10-24,4.25,371283598316885,AX,4
2625,1188,179,2024-12-19,2024-12-20,2024-12-21,6.33,371542355099675,AX,1
2626,819,484,2024-04-22,2024-04-27,2024-04-28,5.17,375260253377725,AX,4
2627,1059,402,2024-11-06,2024-11-10,2024-11-11,10.17,5376214763776143,MC,3
2628,877,266,2024-07-19,2024-07-25,2024-07-26,8.38,375333658232083,AX,1
2629,753,1124,2024-11-02,2024-11-03,2024-11-04,7.64,4075585114083538,VS,3
2630,396,1063,2024-12-24,2024-12-30,2024-12-31,5.62,5146900604065742,MC,3
2631,22,979,2024-12-12,2024-12-18,2024-12-19,9.92,4793810982663269,VS,1
2632,994,861,2024-04-14,2024-04-16,2024-04-17,3.98,344192754185003,AX,5
2633,548,435,2024-01-06,2024-01-10,2024-01-11,6.75,5356219710766588,MC,2
2634,703,366,2025-04-21,2025-04-25,2025-04-26,3.64,5349637368338735,MC,2
2635,852,803,2024-03-21,2024-03-24,2024-03-25,6.72,379934595931394,AX,5
2636,589,781,2024-07-19,2024-07-24,2024-07-25,7.24,4148685169581178,VS,3
2637,164,465,2025-01-18,2025-01-21,2025-01-22,9.30,4946345340644982,VS,2
2638,214,368,2024-06-23,2024-06-27,2024-06-28,6.55,374730430956122,AX,4
2639,1045,757,2024-06-21,2024-06-27,2024-06-28,7.05,4939961711899521,VS,5
2640,366,19,2024-05-10,2024-05-14,2024-05-15,7.52,378744272824675,AX,1
2641,83,413,2024-10-16,2024-10-21,2024-10-22,6.00,4524286054150595,VS,3
2642,1175,1177,2025-02-18,2025-02-20,2025-02-21,6.33,4341258331212972,VS,2
2643,145,454,2024-03-21,2024-03-22,2024-03-23,7.73,5295806177331267,MC,2
2644,339,696,2024-08-02,2024-08-04,2024-08-05,5.67,4527831118235515,VS,5
2645,272,731,2024-02-08,2024-02-10,2024-02-11,3.95,377536691325262,AX,3
2646,1008,1025,2024-09-15,2024-09-20,2024-09-21,4.51,378380269221661,AX,1
2647,744,159,2024-05-07,2024-05-13,2024-05-14,6.26,4998497921514391,VS,2
2648,55,1098,2024-01-06,2024-01-08,2024-01-09,10.77,370178583321202,AX,3
2649,193,933,2024-08-16,2024-08-22,2024-08-23,6.14,4184926024873908,VS,2
2650,784,977,2025-03-14,2025-03-18,2025-03-19,3.90,343278331074792,AX,1
2651,18,95,2024-10-25,2024-10-27,2024-10-28,6.97,372577774265879,AX,1
2652,110,42,2025-01-23,2025-01-28,2025-01-29,4.28,4814215477269335,VS,1
2653,447,1108,2025-01-26,2025-01-31,2025-02-01,6.06,5453376332133904,MC,5
2654,341,853,2025-05-12,2025-05-14,2025-05-15,6.65,4348232364424130,VS,3
2655,304,19,2024-07-06,2024-07-07,2024-07-08,4.18,349838802717166,AX,5
2656,349,812,2025-04-01,2025-04-07,2025-04-08,8.51,5497189790729297,MC,4
2657,946,198,2024-04-28,2024-05-03,2024-05-04,9.81,5124708723654278,MC,3
2658,1021,87,2025-05-04,2025-05-07,2025-05-08,6.15,5387019039418973,MC,1
2659,451,555,2024-04-22,2024-04-23,2024-04-24,9.27,5493065699661477,MC,5
2660,627,867,2024-10-22,2024-10-23,2024-10-24,6.21,5476294989246742,MC,2
2661,552,560,2024-08-04,2024-08-07,2024-08-08,3.28,4283177659535355,VS,1
2662,779,1200,2025-03-12,2025-03-14,2025-03-15,10.43,5468787324297572,MC,1
2663,314,73,2024-10-29,2024-11-03,2024-11-04,9.28,4365350476180672,VS,3
2664,436,899,2025-04-23,2025-04-28,2025-04-29,9.11,372882859148255,AX,2
2665,174,624,2024-09-26,2024-09-28,2024-09-29,5.89,5228797562735865,MC,4
2666,748,807,2024-07-12,2024-07-13,2024-07-14,7.06,4034636218189818,VS,4
2667,349,1053,2025-03-16,2025-03-18,2025-03-19,10.79,378500728991599,AX,1
2668,960,728,2024-02-08,2024-02-10,2024-02-11,6.27,375282831925054,AX,1
2669,354,563,2025-04-25,2025-04-29,2025-04-30,4.71,5359088196943844,MC,2
2670,975,843,2025-04-06,2025-04-11,2025-04-12,10.84,4620942953492486,VS,5
2671,352,1062,2024-03-23,2024-03-25,2024-03-26,10.13,349786560177297,AX,1
2672,386,6,2024-02-15,2024-02-16,2024-02-17,8.77,4068581607518040,VS,2
2673,347,383,2025-03-08,2025-03-12,2025-03-13,7.89,4339517982802579,VS,2
2674,678,300,2025-06-21,2025-06-27,2025-06-28,4.45,371596904263975,AX,2
2675,1016,747,2025-01-31,2025-02-01,2025-02-02,7.25,371966294350630,AX,3
2676,251,1107,2024-07-27,2024-08-02,2024-08-03,5.30,5507829775755767,MC,2
2677,276,481,2025-03-04,2025-03-10,2025-03-11,10.00,377130761848460,AX,3
2678,988,351,2024-10-30,2024-11-03,2024-11-04,6.23,5210989823195674,MC,4
2679,707,561,2024-02-21,2024-02-26,2024-02-27,10.38,5474622117064906,MC,2
2680,655,703,2025-06-04,2025-06-09,2025-06-10,6.11,4988922009293195,VS,2
2681,337,1028,2024-06-15,2024-06-17,2024-06-18,7.92,4538694387054858,VS,5
2682,89,95,2024-10-25,2024-10-31,2024-11-01,10.99,5397124512777290,MC,4
2683,689,596,2025-01-01,2025-01-06,2025-01-07,3.81,4079417683676248,VS,3
2684,262,1004,2024-02-15,2024-02-18,2024-02-19,7.00,343837679995724,AX,4
2685,806,996,2024-10-19,2024-10-21,2024-10-22,9.71,5343742170318359,MC,4
2686,557,680,2024-01-08,2024-01-10,2024-01-11,4.88,379732616207092,AX,4
2687,665,1195,2024-01-09,2024-01-14,2024-01-15,4.99,371919841465958,AX,1
2688,198,446,2025-01-02,2025-01-06,2025-01-07,6.57,4651213529402648,VS,2
2689,1175,794,2024-04-10,2024-04-14,2024-04-15,7.73,5221875636878352,MC,3
2690,283,837,2024-05-16,2024-05-19,2024-05-20,7.24,346921650681735,AX,4
2691,782,887,2024-10-04,2024-10-10,2024-10-11,6.44,4087800240811507,VS,4
2692,328,44,2024-12-22,2024-12-25,2024-12-26,10.05,5295513187639210,MC,4
2693,322,1131,2024-11-30,2024-12-05,2024-12-06,5.94,5556474245112476,MC,4
2694,990,600,2024-06-12,2024-06-14,2024-06-15,4.53,5567214181076566,MC,5
2695,888,987,2024-04-26,2024-04-30,2024-05-01,4.08,5564510959540681,MC,4
2696,448,234,2024-08-21,2024-08-27,2024-08-28,4.03,5437669726341064,MC,5
2697,802,770,2024-05-08,2024-05-10,2024-05-11,6.69,4636924451844430,VS,3
2698,1182,880,2025-03-03,2025-03-04,2025-03-05,5.65,5279748343086285,MC,1
2699,366,752,2024-12-05,2024-12-06,2024-12-07,9.31,345867054970663,AX,3
2700,48,1183,2024-08-18,2024-08-22,2024-08-23,5.23,5268694878487079,MC,2
2701,285,42,2025-02-28,2025-03-03,2025-03-04,8.11,379638030605833,AX,3
2702,299,1041,2024-01-14,2024-01-16,2024-01-17,6.05,5389081403905664,MC,4
2703,460,306,2025-02-08,2025-02-09,2025-02-10,5.41,379656247738025,AX,2
2704,133,1051,2024-05-25,2024-05-29,2024-05-30,9.90,5107368959319966,MC,1
2705,656,1101,2024-04-05,2024-04-09,2024-04-10,8.89,5142813297992669,MC,3
2706,65,1000,2025-05-29,2025-06-02,2025-06-03,7.10,349432664436788,AX,3
2707,609,7,2024-12-01,2024-12-05,2024-12-06,8.74,4489637252582954,VS,4
2708,71,64,2025-04-09,2025-04-15,2025-04-16,4.06,4747599226481292,VS,2
2709,470,979,2025-01-12,2025-01-15,2025-01-16,6.28,378122174085721,AX,1
2710,619,353,2025-04-16,2025-04-18,2025-04-19,5.22,372178178731415,AX,5
2711,228,109,2024-12-01,2024-12-07,2024-12-08,5.73,4178196994402906,VS,5
2712,740,456,2024-09-22,2024-09-27,2024-09-28,3.81,4237664415619314,VS,5
2713,1016,748,2024-05-21,2024-05-24,2024-05-25,5.02,5591146857123376,MC,4
2714,621,36,2024-09-11,2024-09-16,2024-09-17,5.40,376293164256639,AX,5
2715,1063,1013,2025-05-04,2025-05-10,2025-05-11,7.28,4346040695474548,VS,3
2716,947,784,2024-01-02,2024-01-06,2024-01-07,3.57,375431843865965,AX,1
2717,382,795,2024-05-20,2024-05-23,2024-05-24,3.78,4406304033792452,VS,5
2718,73,366,2024-09-22,2024-09-25,2024-09-26,3.67,5480169474522869,MC,5
2719,826,338,2024-12-03,2024-12-09,2024-12-10,5.93,4057091791358841,VS,2
2720,1019,321,2024-06-28,2024-07-04,2024-07-05,3.42,373030004113307,AX,5
2721,931,722,2024-07-01,2024-07-06,2024-07-07,7.63,5319239351373802,MC,2
2722,824,850,2025-04-04,2025-04-09,2025-04-10,7.05,4286794050856320,VS,4
2723,614,397,2025-01-23,2025-01-25,2025-01-26,11.19,371965152727118,AX,1
2724,193,137,2024-02-21,2024-02-24,2024-02-25,10.34,4379272889951837,VS,5
2725,27,761,2024-08-13,2024-08-17,2024-08-18,6.13,4115642339314427,VS,5
2726,146,171,2024-05-05,2024-05-10,2024-05-11,6.31,5239446580633092,MC,5
2727,416,172,2025-01-08,2025-01-11,2025-01-12,4.70,4271596331764185,VS,3
2728,892,641,2024-02-20,2024-02-22,2024-02-23,4.02,343667548958699,AX,4
2729,171,1139,2025-02-22,2025-02-25,2025-02-26,3.64,4581138841766480,VS,1
2730,865,77,2024-07-18,2024-07-23,2024-07-24,6.23,376665075651570,AX,5
2731,1054,630,2024-09-19,2024-09-24,2024-09-25,5.87,340519272508458,AX,5
2732,958,146,2024-04-27,2024-04-28,2024-04-29,3.83,4906423009808103,VS,4
2733,634,1103,2024-10-06,2024-10-08,2024-10-09,7.19,5184810749875888,MC,1
2734,361,893,2024-02-20,2024-02-21,2024-02-22,8.91,4782146183812488,VS,4
2735,119,644,2024-12-15,2024-12-20,2024-12-21,5.77,347034820364329,AX,5
2736,897,389,2025-06-22,2025-06-23,2025-06-24,5.32,371016604596123,AX,3
2737,1031,549,2024-12-14,2024-12-15,2024-12-16,9.74,378277067159628,AX,4
2738,1150,1175,2025-01-28,2025-02-03,2025-02-04,4.54,5247559991134851,MC,3
2739,961,398,2024-05-14,2024-05-17,2024-05-18,4.90,5286367343125901,MC,4
2740,1051,687,2024-02-09,2024-02-11,2024-02-12,8.52,4042872616892024,VS,3
2741,500,929,2025-03-23,2025-03-26,2025-03-27,7.49,4264372017665773,VS,3
2742,438,780,2024-05-14,2024-05-18,2024-05-19,6.29,371868576826599,AX,5
2743,157,154,2024-08-20,2024-08-21,2024-08-22,3.64,5183185842155267,MC,5
2744,490,484,2025-04-10,2025-04-14,2025-04-15,3.73,342353454186152,AX,3
2745,1114,77,2024-09-28,2024-10-04,2024-10-05,7.56,5399860092540457,MC,1
2746,238,462,2024-10-15,2024-10-19,2024-10-20,4.11,4767055585191853,VS,2
2747,320,944,2024-05-07,2024-05-12,2024-05-13,5.86,5216548403471590,MC,3
2748,127,1177,2024-03-07,2024-03-12,2024-03-13,6.45,5369664272958533,MC,2
2749,580,933,2024-07-26,2024-07-27,2024-07-28,6.06,379677438757024,AX,2
2750,990,57,2024-06-07,2024-06-09,2024-06-10,5.70,344256642516352,AX,1
2751,1148,848,2024-04-24,2024-04-25,2024-04-26,3.82,374724005307182,AX,3
2752,743,126,2024-03-30,2024-03-31,2024-04-01,10.91,5515429382139983,MC,3
2753,974,940,2024-03-11,2024-03-14,2024-03-15,9.62,374310089376839,AX,2
2754,59,1195,2024-01-23,2024-01-24,2024-01-25,5.23,4470859090859252,VS,5
2755,1173,998,2024-12-22,2024-12-26,2024-12-27,11.24,343924428194753,AX,3
2756,740,249,2024-07-12,2024-07-15,2024-07-16,6.76,342372345831600,AX,5
2757,1189,635,2024-05-29,2024-06-01,2024-06-02,7.05,4757712173289927,VS,5
2758,253,1182,2024-01-17,2024-01-23,2024-01-24,8.71,4489423769750109,VS,4
2759,453,742,2024-03-20,2024-03-21,2024-03-22,6.46,346203919667538,AX,3
2760,744,801,2025-04-01,2025-04-05,2025-04-06,3.48,5136796461331227,MC,3
2761,665,649,2025-01-30,2025-01-31,2025-02-01,7.97,373508321561600,AX,3
2762,616,1075,2025-03-24,2025-03-27,2025-03-28,6.12,378668205152647,AX,5
2763,970,1102,2025-01-15,2025-01-16,2025-01-17,4.10,5430211659604504,MC,1
2764,518,605,2025-05-01,2025-05-05,2025-05-06,5.28,5132940337654186,MC,2
2765,309,950,2024-05-01,2024-05-02,2024-05-03,3.51,5279615434319777,MC,1
2766,772,1006,2025-04-13,2025-04-15,2025-04-16,7.01,4734593671644306,VS,2
2767,347,105,2024-04-11,2024-04-15,2024-04-16,6.59,4731406163827687,VS,3
2768,94,463,2024-04-18,2024-04-24,2024-04-25,9.84,4088658324401750,VS,1
2769,879,1159,2025-05-30,2025-06-03,2025-06-04,4.24,5214318984874973,MC,2
2770,98,1000,2025-05-25,2025-05-26,2025-05-27,6.67,4626771225786987,VS,4
2771,268,921,2024-07-04,2024-07-07,2024-07-08,3.87,349262320302989,AX,5
2772,88,185,2024-01-09,2024-01-11,2024-01-12,8.31,374147073485233,AX,5
2773,15,1157,2025-05-05,2025-05-11,2025-05-12,7.55,5384042315010090,MC,2
2774,124,499,2024-12-16,2024-12-22,2024-12-23,3.35,5266009977730300,MC,3
2775,503,705,2025-03-09,2025-03-11,2025-03-12,5.72,4128105203740455,VS,1
2776,147,598,2024-11-02,2024-11-07,2024-11-08,5.62,5316757657151798,MC,5
2777,809,1033,2025-04-08,2025-04-09,2025-04-10,11.62,5196835256976286,MC,1
2778,544,517,2024-06-06,2024-06-11,2024-06-12,5.68,348139472603867,AX,5
2779,43,794,2024-06-03,2024-06-04,2024-06-05,3.28,5401508099762547,MC,1
2780,123,860,2025-02-12,2025-02-13,2025-02-14,3.53,376109475559158,AX,2
2781,1024,567,2025-05-31,2025-06-04,2025-06-05,9.15,5587812622877253,MC,2
2782,873,638,2025-06-05,2025-06-07,2025-06-08,6.76,373490194166537,AX,4
2783,699,199,2024-11-14,2024-11-19,2024-11-20,10.74,4587842857148217,VS,1
2784,337,452,2024-10-19,2024-10-20,2024-10-21,4.46,346718344841674,AX,1
2785,1057,986,2024-03-31,2024-04-04,2024-04-05,6.62,5570286846626936,MC,5
2786,1086,964,2024-11-19,2024-11-25,2024-11-26,8.14,372438119364803,AX,5
2787,1094,74,2024-05-25,2024-05-26,2024-05-27,10.80,4909242075841495,VS,3
2788,231,228,2025-06-14,2025-06-18,2025-06-19,5.52,349451746361642,AX,2
2789,1005,40,2025-01-14,2025-01-15,2025-01-16,10.46,344984615949978,AX,4
2790,85,943,2024-10-20,2024-10-22,2024-10-23,8.53,340981740214549,AX,3
2791,75,384,2025-05-01,2025-05-02,2025-05-03,8.18,377245007058570,AX,5
2792,705,395,2024-08-07,2024-08-13,2024-08-14,5.36,5155336499715783,MC,5
2793,303,296,2025-05-25,2025-05-29,2025-05-30,4.84,5408593581477491,MC,5
2794,214,252,2024-07-20,2024-07-22,2024-07-23,7.18,342625604865333,AX,3
2795,371,191,2024-07-30,2024-08-03,2024-08-04,6.36,4871904005243186,VS,4
2796,1051,637,2024-04-29,2024-05-05,2024-05-06,4.11,377854731509730,AX,2
2797,1197,816,2024-11-09,2024-11-10,2024-11-11,6.16,5299518319420278,MC,5
2798,385,269,2024-08-03,2024-08-08,2024-08-09,4.29,5110305835997032,MC,1
2799,436,1180,2025-02-09,2025-02-15,2025-02-16,8.35,341852700770761,AX,1
2800,471,380,2024-08-11,2024-08-17,2024-08-18,6.82,4122922532494441,VS,2
2801,199,659,2025-01-14,2025-01-17,2025-01-18,10.05,5405347912253220,MC,3
2802,982,468,2024-10-26,2024-10-31,2024-11-01,6.23,4104433053612454,VS,2
2803,653,761,2024-09-02,2024-09-07,2024-09-08,9.52,344625676809560,AX,2
2804,196,299,2024-12-28,2024-12-29,2024-12-30,6.34,4320044931604393,VS,4
2805,51,747,2025-05-06,2025-05-12,2025-05-13,11.32,370487067555744,AX,5
2806,475,498,2024-09-29,2024-10-02,2024-10-03,7.00,343990706989704,AX,2
2807,772,649,2024-08-05,2024-08-11,2024-08-12,7.97,341901629476396,AX,2
